UDI,Date,ID,Internal_Pressure_MPa,Battery_Charging_Current_A,coolant_temp_C,carbon_monoxide_content_gramspersec,Oil_Viscosity_cSt,Age_days,Machine_failure
108,8/21/1994,M14860,36.8631515,3.616593315,93.61957332,0.0083772,12.22629868,831,0
109,8/22/1994,M14860,37.91769925,4.141670467,105.6339039,0.0058533,5.910921677,856,0
110,8/23/1994,M14860,46.50082186,4.545276444,121.7105545,0.0061039,7.58949211,889,0
111,8/24/1994,M14860,40.68491087,4.173329453,96.53795568,0.0040275,7.384228862,926,0
112,8/25/1994,M14860,47.53224785,2.610965013,119.5453119,0.0077865,7.720134575,829,0
113,8/26/1994,M14860,46.41490492,3.170711586,86.74579871,0.0070705,7.034290911,914,0
114,8/27/1994,M14860,37.99049424,4.716420578,82.50931629,0.0075001,7.247264861,891,0
115,8/28/1994,M14860,40.24783755,4.637878603,98.30064242,0.0052626,11.56074233,910,0
116,8/29/1994,M14860,38.77799543,2.673110659,96.13826938,0.0081803,9.19493677,885,0
117,8/30/1994,M14860,35.04042857,4.289184544,99.62060186,0.0061039,9.578248536,863,0
118,8/31/1994,M14860,32.31944583,2.953660564,118.0254093,0.005907,5.645971447,840,0
119,9/1/1994,M14860,44.1446761,2.176185414,77.11028305,0.0050299,10.64623117,876,0
120,9/2/1994,M14860,47.28480404,2.679271724,101.3302142,0.0072853,5.824980478,906,0
121,9/3/1994,M14860,38.30249732,2.357134405,108.6483372,0.0080013,8.842819999,914,0
122,9/4/1994,M14860,38.12639988,3.962160127,69.97022715,0.0073748,12.39550487,912,0
123,9/5/1994,M14860,47.71596413,2.298684215,80.23543919,0.0090753,11.96025887,852,0
124,9/6/1994,M14860,36.17640961,2.984263237,111.5090835,0.0077686,12.18976543,884,0
125,9/7/1994,M14860,39.14196752,2.470822459,84.80798449,0.0052626,6.29331983,854,0
126,9/8/1994,M14860,32.89960809,2.320182324,73.21057905,0.0057638,8.379268302,922,0
127,9/9/1994,M14860,32.21941074,3.819729933,125.5012457,0.0108295,5.431585445,929,0
128,9/10/1994,M14860,38.40433931,2.374412928,117.8459171,0.0083235,5.35298292,824,0
129,9/11/1994,M14860,34.08762371,2.988974221,91.23164408,0.0069094,8.280955034,926,0
130,9/12/1994,M14860,47.23319919,3.823609447,71.27294681,0.0061397,8.115084345,866,0
131,9/13/1994,M14860,34.97872128,2.232761994,92.75025995,0.0073569,12.71742536,905,0
132,9/14/1994,M14860,44.92342708,2.386599636,123.3850014,0.0049583,10.34611203,843,0
133,9/15/1994,M14860,42.33376304,3.006393834,108.3114588,0.0077328,6.595131922,861,0
134,9/16/1994,M14860,41.96419747,3.283208284,69.37524971,0.0088784,6.817015845,835,0
135,9/17/1994,M14860,44.63003669,2.439281564,116.7516492,0.009487,11.4515715,828,0
136,9/18/1994,M14860,47.16550982,4.988082769,102.6714914,0.0051015,5.453091518,904,0
137,9/19/1994,M14860,35.68126187,4.013888354,84.22285748,0.0081803,9.773450008,876,0
138,9/20/1994,M14860,45.75774897,3.593012747,97.35806092,0.0098987,7.283551821,880,0
139,9/21/1994,M14860,47.98252043,3.305873649,90.68888328,0.0088426,9.322230744,900,0
140,9/22/1994,M14860,37.83926106,3.847620147,94.60350872,0.0099882,7.220764086,865,0
141,9/23/1994,M14860,43.70173083,3.024222428,120.2586937,0.0064619,5.588594856,832,0
142,9/24/1994,M14860,45.31144719,3.671154681,91.33695667,0.0063008,12.44187154,896,0
143,9/25/1994,M14860,44.52447972,3.173327374,108.916438,0.0050478,11.98253372,921,0
144,9/26/1994,M14860,37.70867936,4.115957326,114.420027,0.0090395,9.745962729,898,0
145,9/27/1994,M14860,38.92530726,3.7592128,90.00618341,0.0075896,6.646470309,901,0
146,9/28/1994,M14860,33.94522355,4.584082183,95.01649115,0.0060144,9.086827576,851,0
147,9/29/1994,M14860,41.02779317,4.468456575,113.8176543,0.0064619,6.890155222,890,0
148,9/30/1994,M14860,38.37000206,4.355938026,122.8947039,0.0071779,11.78706326,922,0
149,10/1/1994,M14860,34.82199614,2.876184836,115.8336707,0.008592,5.132861255,850,0
150,10/2/1994,M14860,39.76505206,4.511798119,75.73429117,0.0071421,7.810004121,917,0
151,10/3/1994,M14860,34.18413253,2.977875326,108.1026078,0.0076433,5.38040329,858,0
152,10/4/1994,M14860,44.19817126,3.247132157,103.4602942,0.0067304,8.473550943,867,0
153,10/5/1994,M14860,32.89545721,2.297357303,106.8335137,0.007339,8.862367381,893,0
154,10/6/1994,M14860,33.56672061,2.505700652,111.2339174,0.004833,6.740656737,879,0
155,10/7/1994,M14860,47.41087163,4.039515214,119.1628152,0.0064798,7.357546703,891,0
156,10/8/1994,M14860,37.44835773,2.179473304,72.86568899,0.0035442,6.289967421,930,0
157,10/9/1994,M14860,47.35228819,4.620464479,111.7918026,0.008234,10.49695415,903,0
158,10/10/1994,M14860,44.28867889,3.621431969,98.45523821,0.0077865,12.26880485,882,0
159,10/11/1994,M14860,41.64900061,4.293669505,84.14085499,0.00716,9.877710222,930,0
160,10/12/1994,M14860,38.67649161,3.381954553,72.81788693,0.008413,11.24181592,902,0
161,10/13/1994,M14860,46.60565505,3.786899984,92.42121208,0.0108653,7.337460906,833,1
162,10/14/1994,M14860,36.46494181,3.357260311,117.8387352,0.0093617,8.747921822,917,1
163,10/15/1994,M14860,45.70515139,2.806241099,122.7416515,0.0063545,9.768121549,847,0
164,10/16/1994,M14860,44.8484641,2.6456744,98.87769658,0.0078402,12.88083245,847,0
165,10/17/1994,M14860,36.31086566,2.379781652,118.6574277,0.0078044,7.913758723,828,0
166,10/18/1994,M14860,45.94454494,2.382777845,77.78355433,0.004654,5.414531051,887,0
167,10/19/1994,M14860,46.77777262,2.713287967,125.7815337,0.0058354,7.967777176,881,0
168,10/20/1994,M14860,47.74512586,4.44538715,78.06782923,0.0076791,5.516208505,868,0
169,10/21/1994,M14860,36.59550439,4.55578995,102.3536005,0.0111517,10.74709503,861,1
170,10/22/1994,M14860,40.80061711,3.556239149,83.17835023,0.0105789,10.06744698,910,0
171,10/23/1994,M14860,39.27208608,2.063772154,81.50607195,0.006265,9.488970485,901,0
172,10/24/1994,M14860,47.18567457,2.915776328,79.85445661,0.0090932,12.29168437,894,0
173,10/25/1994,M14860,39.9470681,2.039152552,71.712218,0.0037232,7.311479275,850,0
174,10/26/1994,M14860,34.73488627,2.899745983,68.01783112,0.0060323,12.96251715,906,0
175,10/27/1994,M14860,45.53162369,4.924875769,121.3118411,0.0104357,5.70627019,927,0
176,10/28/1994,M14860,39.63092087,2.261185273,78.75039316,0.0077865,10.12142912,864,0
177,10/29/1994,M14860,41.44255539,2.700853722,123.1896467,0.0062113,7.240446256,926,0
178,10/30/1994,M14860,45.42341176,4.189362143,119.3732142,0.0038306,11.77504922,863,0
179,10/31/1994,M14860,41.98143823,3.721185422,89.75526293,0.0089858,7.704876195,877,0
180,11/1/1994,M14860,44.00815117,2.928647977,85.49340035,0.0089142,9.071907849,903,0
181,11/2/1994,M14860,40.47239738,2.287159036,120.6989136,0.0089321,5.782655036,863,0
182,11/3/1994,M14860,47.79017347,4.644816727,79.50107791,0.0043318,12.22366475,860,0
183,11/4/1994,M14860,45.28918385,4.332862969,113.0795136,0.0086099,5.11094296,868,0
184,11/5/1994,M14860,45.70146576,4.348156787,97.36037211,0.0072853,10.79518801,863,0
185,11/6/1994,M14860,45.95834224,4.619723517,119.4133872,0.0054774,5.174231548,851,0
186,11/7/1994,M14860,39.04585904,2.849168596,75.81524864,0.0068378,5.538202459,901,0
187,11/8/1994,M14860,42.07022632,4.51456305,107.9868121,0.010024,6.680737502,900,0
188,11/9/1994,M14860,43.65087693,2.473351962,84.9682403,0.0077149,7.446425788,852,0
189,11/10/1994,M14860,40.2973332,2.008902877,87.38942633,0.0060144,6.708141064,855,0
190,11/11/1994,M14860,40.80971215,4.603841361,79.76426783,0.0077686,6.242474029,861,0
191,11/12/1994,M14860,36.09848798,2.690052173,89.9328435,0.0089321,8.229503889,871,0
192,11/13/1994,M14860,45.90581806,4.873613378,74.26898653,0.0061934,12.83865166,837,0
193,11/14/1994,M14860,41.5118483,3.528451651,67.93234828,0.0092722,10.07065773,902,0
194,11/15/1994,M14860,46.84455914,3.118086942,119.4078654,0.0061934,12.32002159,849,0
195,11/16/1994,M14860,42.46279169,2.946808041,115.1957995,0.0019153,10.75322818,841,1
196,11/17/1994,M14860,38.34138057,3.639960481,104.3652817,0.0076791,11.43243782,911,0
197,11/18/1994,M14860,42.87968077,2.199529715,79.82406191,0.0088605,11.02824702,888,0
198,11/19/1994,M14860,44.20480158,2.179915542,108.8608105,0.0073211,6.252893048,930,0
199,11/20/1994,M14860,36.21630277,3.302931437,74.76391241,0.006265,12.49692113,894,0
200,11/21/1994,M14860,37.55783163,3.301552318,113.7232511,0.0084309,6.318706815,857,0
201,11/22/1994,M14860,39.35558108,2.140974824,101.432488,0.006265,11.56833541,923,0
202,11/23/1994,M14860,33.13842836,2.950387447,86.74663845,0.0073748,7.877354355,852,0
203,11/24/1994,M14860,33.0417747,4.822019465,96.70795693,0.0063903,8.022981607,931,0
204,11/25/1994,M14860,39.33870446,3.397957858,100.8969045,0.0067841,5.845840488,824,0
205,11/26/1994,M14860,37.22259192,4.367290218,82.72113647,0.0058712,10.31944436,931,0
206,11/27/1994,M14860,47.67386137,4.417563122,125.4151348,0.009487,12.35084633,891,0
207,11/28/1994,M14860,32.26439529,4.42673508,94.30974761,0.0063187,5.913267473,825,0
208,11/29/1994,M14860,34.2987919,2.5251278,68.64909669,0.0108653,11.87351697,861,1
209,11/30/1994,M14860,46.29464456,4.439623674,100.5164628,0.0065693,10.46439705,908,0
210,12/1/1994,M14860,45.79724211,3.379008364,98.48536205,0.007876,7.769554878,924,0
211,12/2/1994,M14860,40.76872897,3.035207433,101.0232201,0.0064619,7.647307267,914,0
212,12/3/1994,M14860,38.93789287,4.288205457,119.5970602,0.0060681,6.376712821,852,0
213,12/4/1994,M14860,47.40641952,4.641778149,107.7648608,0.0094691,10.11322497,898,0
214,12/5/1994,M14860,40.19481362,3.536245786,71.36392696,0.0080371,7.370243938,839,0
215,12/6/1994,M14860,42.19680923,3.648233404,83.95924848,0.0066409,12.93712545,837,0
216,12/7/1994,M14860,33.94859016,3.714693697,119.0802316,0.0072137,8.958506594,882,0
217,12/8/1994,M14860,42.11386707,2.979602693,90.71376808,0.0068557,9.034106365,906,0
218,12/9/1994,M14860,40.28231855,3.997543269,111.2364118,0.0056564,10.25426977,899,0
219,12/10/1994,M14860,43.53156799,2.18070783,85.0325617,0.0068199,10.48438027,890,0
220,12/11/1994,M14860,39.91514587,3.498479224,102.9794397,0.0082698,9.192017808,823,0
221,12/12/1994,M14860,36.399844,4.308961405,119.4592872,0.0094333,5.278704081,919,0
222,12/13/1994,M14860,39.25764372,4.281288769,85.70193597,0.0043497,11.4508541,860,0
223,12/14/1994,M14860,47.60644955,3.968338754,89.05447548,0.008055,10.24581871,865,0
224,12/15/1994,M14860,46.28779775,4.399263954,94.63398579,0.0061576,12.34560153,872,0
225,12/16/1994,M14860,46.35852112,3.299792193,98.37191426,0.0052447,6.594800213,861,0
226,12/17/1994,M14860,32.97860536,4.947632521,72.98126428,0.0096302,10.20781298,872,0
227,12/18/1994,M14860,38.01700063,3.571584593,100.6637474,0.0088068,5.636947636,855,0
228,12/19/1994,M14860,38.69367659,2.501042716,112.5616547,0.0064619,12.36414509,910,0
229,12/20/1994,M14860,40.09064217,2.766259222,107.413763,0.0066409,9.665834742,850,0
230,12/21/1994,M14860,38.80046384,3.418920169,105.393469,0.0057638,5.591257874,838,0
231,12/22/1994,M14860,38.06273874,4.846140846,107.6172044,0.0062292,10.30089753,876,0
232,12/23/1994,M14860,39.90670152,4.889931014,72.81269537,0.0077149,5.267439691,828,0
233,12/24/1994,M14860,35.95926714,4.746482545,88.07771146,0.0085204,6.253160463,929,0
234,12/25/1994,M14860,37.30461422,2.508056728,87.25805747,0.0062471,9.115099705,855,0
235,12/26/1994,M14860,37.15420556,4.948714897,118.0752348,0.0076791,8.342569174,908,0
236,12/27/1994,M14860,36.07926098,2.173216293,76.35720926,0.0060323,6.76093212,840,0
237,12/28/1994,M14860,35.4639625,3.932925258,108.8436042,0.0069273,6.590562633,900,0
238,12/29/1994,M14860,41.61874561,4.074126319,94.94775443,0.0065514,12.52780993,827,0
239,12/30/1994,M14860,40.51183194,4.526980927,95.14091361,0.0090037,12.22312048,905,0
240,12/31/1994,M14860,40.06567569,4.801454802,67.50601838,0.0054774,5.198524373,867,0
241,1/1/1995,M14860,36.38274073,4.873677653,108.3654065,0.0092364,12.66758239,851,0
242,1/2/1995,M14860,38.23511058,4.736946475,75.62692195,0.0043497,6.098065146,839,0
243,1/3/1995,M14860,35.80959953,4.126675064,86.79400404,0.0105252,6.815461357,907,1
244,1/4/1995,M14860,37.01359478,4.357167632,74.28246058,0.0078939,6.272029497,871,0
245,1/5/1995,M14860,40.17299446,2.395282377,94.47899055,0.0087889,5.350994562,868,0
246,1/6/1995,M14860,41.92392307,2.947065376,104.3535084,0.0056206,5.900455555,913,0
247,1/7/1995,M14860,42.96541008,4.131659466,81.48863454,0.0059965,5.289427186,861,0
248,1/8/1995,M14860,32.81922448,2.085641671,107.1914746,0.0081445,11.7355398,878,0
249,1/9/1995,M14860,39.32609087,3.116647756,82.87213551,0.0101672,9.060555186,909,1
250,1/10/1995,M14860,34.16637891,4.606965913,114.1415935,0.0100598,11.74084913,919,1
251,1/11/1995,M14860,43.02268805,4.039965853,100.77838,0.0058533,11.08721101,836,0
252,1/12/1995,M14860,44.19384914,3.84672172,108.1655741,0.0076254,9.952043579,892,0
253,1/13/1995,M14860,40.97434504,4.725312557,70.242526,0.0064082,12.75381761,902,0
254,1/14/1995,M14860,38.71732723,3.300956586,117.2484953,0.0086278,6.22274377,857,0
255,1/15/1995,M14860,37.06062424,4.568619213,88.06822027,0.0067841,7.274539018,823,0
256,1/16/1995,M14860,33.97729866,3.723617034,96.36719403,0.0072316,7.457097894,896,0
257,1/17/1995,M14860,46.7374992,2.542726781,83.70321546,0.011277,6.244803315,891,0
258,1/18/1995,M14860,45.70705734,3.082037831,87.89776301,0.0052805,12.31866975,896,0
259,1/19/1995,M14860,45.93448467,3.314444718,113.0792712,0.0067841,9.336178865,829,0
260,1/20/1995,M14860,34.29449741,2.459604147,105.8151131,0.0114381,7.27172742,867,1
261,1/21/1995,M14860,33.45237982,4.377349937,82.65542124,0.0087889,11.02252468,920,0
262,1/22/1995,M14860,34.54693674,4.297096364,110.3772887,0.0057459,8.015789524,884,0
263,1/23/1995,M14860,41.28779459,2.74815223,93.30940076,0.0047972,7.335147797,854,0
264,1/24/1995,M14860,43.32548999,3.366964985,91.96397062,0.0057817,9.174269616,852,0
265,1/25/1995,M14860,47.96075312,2.470769369,95.9609227,0.0085025,7.544166694,864,0
266,1/26/1995,M14860,43.4203136,4.414860042,76.14232776,0.0066409,7.291752015,926,0
267,1/27/1995,M14860,34.85820601,3.392580977,91.65212245,0.0078223,8.077334413,908,0
268,1/28/1995,M14860,33.37615109,3.063495288,83.32894465,0.0037769,11.94871342,863,0
269,1/29/1995,M14860,39.03491489,2.606962659,115.6860523,0.0044392,9.157492491,865,0
270,1/30/1995,M14860,32.70944578,2.445120445,67.75138037,0.006623,11.68456732,912,0
271,1/31/1995,M14860,44.47371232,4.077168609,121.8767593,0.0070884,11.04438071,878,0
272,2/1/1995,M14860,43.08846839,2.282380114,111.893099,0.0073032,8.399340692,918,0
273,2/2/1995,M14860,46.55029759,2.692884532,102.2389323,0.0072316,9.833245254,825,0
274,2/3/1995,M14860,41.64180335,4.623820218,70.40072057,0.008234,11.88784033,894,0
275,2/4/1995,M14860,40.94877187,3.461925088,115.873678,0.0051015,9.942559526,855,0
276,2/5/1995,M14860,39.54168869,4.350525635,106.1427859,0.0097913,5.471293054,837,0
277,2/6/1995,M14860,36.68929833,3.071055681,77.43959609,0.0047614,12.69676071,891,0
278,2/7/1995,M14860,34.76455294,4.004647532,110.8022158,0.0090753,11.67621811,909,0
279,2/8/1995,M14860,39.68936637,2.801262919,116.8947299,0.0052626,9.535645248,886,0
280,2/9/1995,M14860,41.4089707,3.909915235,69.40207189,0.0041886,6.231477208,880,0
281,2/10/1995,M14860,42.57430617,2.728918988,116.7291907,0.0078223,5.273516846,909,0
282,2/11/1995,M14860,45.49463831,4.689005205,124.2871253,0.0065335,9.744797339,916,0
283,2/12/1995,M14860,34.0291317,2.418352742,119.8906496,0.0089142,9.198538552,849,0
284,2/13/1995,M14860,41.36758264,4.672172935,101.6063397,0.007697,11.75776409,827,0
285,2/14/1995,M14860,45.66327712,3.224150609,114.6516166,0.0034368,11.68935836,824,0
286,2/15/1995,M14860,33.96772208,3.250171763,108.8969095,0.006444,8.175680297,865,0
287,2/16/1995,M14860,39.34176793,4.681549334,101.4111873,0.0059428,11.92036318,835,0
288,2/17/1995,M14860,39.81593829,2.968099704,109.8035018,0.0056564,11.2965961,898,0
289,2/18/1995,M14860,42.85042629,3.533026859,91.20515995,0.0075538,6.043214511,895,0
290,2/19/1995,M14860,45.16941556,3.998352072,70.30712621,0.0083593,9.986807891,898,0
291,2/20/1995,M14860,34.25918572,4.922001992,92.1729844,0.0081624,8.585483437,858,0
292,2/21/1995,M14860,44.40006084,2.214345203,95.9531592,0.0076254,6.173317023,883,0
293,2/22/1995,M14860,43.2062198,3.754896792,108.4184574,0.0071958,9.852783636,889,0
294,2/23/1995,M14860,44.68313414,4.02074787,90.94720527,0.0080192,11.52345128,897,0
295,2/24/1995,M14860,37.07043973,4.576220117,91.94596396,0.0091469,8.402063521,858,0
